DeclarationDate,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DecisionControlDate(Month),ConsignorCountryCode,DPEName,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,Descriptionofcommodity,Totalnumberofpackages,TotalNetWeight(kg),Commodityintendedfor,DocumentaryCheck,Acceptablefortransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor:,Results:,Acceptableforreleaseforfree circulation ,NotAcceptable2,ReasonforRefusal,NoOfConsignments
2018-07-31,2018,Q3,Jul,31,2018-08,IN,Belfast City Council (CED),IE,India,IE,IE,9109105,Curry,20,96,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin B2,Satisfactory,Human consumption,-,-,1
2018-07-31,2018,Q3,Jul,31,2018-08,IN,Belfast City Council (CED),IE,India,IE,IE,9109105,Curry,20,96,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin G1,Satisfactory,Human consumption,-,-,1
2018-07-31,2018,Q3,Jul,31,2018-08,IN,Belfast City Council (CED),IE,India,IE,IE,9109105,Curry,20,96,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin G2,Satisfactory,Human consumption,-,-,1
2018-07-31,2018,Q3,Jul,31,2018-08,IN,Belfast City Council (CED),IE,India,IE,IE,9109105,Curry,20,96,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-07-31,2018,Q3,Jul,31,2018-08,IN,Belfast City Council (CED),IE,India,IE,IE,9109105,Curry,30,144,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin B1,Satisfactory,Human consumption,-,-,1
2018-07-31,2018,Q3,Jul,31,2018-08,IN,Belfast City Council (CED),IE,India,IE,IE,9109105,Curry,30,144,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin B2,Satisfactory,Human consumption,-,-,1
2018-07-31,2018,Q3,Jul,31,2018-08,IN,Belfast City Council (CED),IE,India,IE,IE,9109105,Curry,30,144,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin G1,Satisfactory,Human consumption,-,-,1
2018-07-31,2018,Q3,Jul,31,2018-08,IN,Belfast City Council (CED),IE,India,IE,IE,9109105,Curry,30,144,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin G2,Satisfactory,Human consumption,-,-,1
2018-07-31,2018,Q3,Jul,31,2018-08,IN,Belfast City Council (CED),IE,India,IE,IE,9109105,Curry,30,144,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-07-31,2018,Q3,Jul,31,2018-08,IN,"Felixstowe, P",GB,India,GB,GB,904220090,Other,320,8000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-07-31,2018,Q3,Jul,31,2018-08,IN,"Felixstowe, P",GB,India,GB,GB,904220090,Other,240,6000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-01,2018,Q3,Aug,1,2018-08,CN,Heathrow,GB,China,GB,GB,9022000,Other green tea (not fermented),3,51,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,0
2018-08-01,2018,Q3,Aug,1,2018-08,CN,"Felixstowe, P",GB,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",100,800,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-01,2018,Q3,Aug,1,2018-08,CN,"Felixstowe, P",GB,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,195,2131,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-01,2018,Q3,Aug,1,2018-08,CN,Manchester,GB,China,GB,GB,9022000,Other green tea (not fermented),45,550,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,0
2018-08-01,2018,Q3,Aug,1,2018-08,CN,"Felixstowe, P",GB,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,210,928,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-01,2018,Q3,Aug,1,2018-08,CN,"Felixstowe, P",GB,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",70,328,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-01,2018,Q3,Aug,1,2018-08,IN,"Felixstowe, P",GB,India,GB,GB,904220090,Other,73,2920,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-01,2018,Q3,Aug,1,2018-08,MA,"Felixstowe, P",GB,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,160,512,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,.RESIDUES OF PESTICIDES,Satisfactory,Human consumption,-,-,1
2018-08-01,2018,Q3,Aug,1,2018-08,IN,"Felixstowe, P",GB,India,GB,GB,904220019,Other,900,18000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-08-01,2018,Q3,Aug,1,2018-08,IN,"Felixstowe, P",GB,India,GB,GB,904220090,Other,600,12000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-08-02,2018,Q3,Aug,2,2018-08,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),62,1240,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-02,2018,Q3,Aug,2,2018-08,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),50,1250,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-02,2018,Q3,Aug,2,2018-08,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),200,5000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
