Commoditygroups,DeclarationDate,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DecisionControlDateMonth,CountryofOrigin,ArrivalatDPE,Forimport,CommodityCode,Descriptionofcommodity,Producttemperature,Commodityintendedfor,Documentarycheck,AcceptableforTransfer,NotAcceptable,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,Acceptableforreleaseforfreecirculation,NotAcceptable2,ReasonforRefusal,DPEName,NoOfConsignments,NetWeightKg
"Other/Preparations of vegetables, fruit, nuts",2019-09-19,2019,Q3,9,19,2019-10-04,Japan,2019-09-28,For import,20049098,Other,Frozen,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,caesium-134,Satisfactory,Human consumption,-,-,"Southampton, P",1,3369
"Other/Preparations of vegetables, fruit, nuts",2019-09-19,2019,Q3,9,19,2019-10-04,Japan,2019-09-28,For import,20049098,Other,Frozen,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,caesium-137,Satisfactory,Human consumption,-,-,"Southampton, P",1,3369
"Other/Preparations of vegetables, fruit, nuts",2019-09-20,2019,Q3,9,20,2019-10-02,Turkey,2019-09-18,For import,2008999960,Figs,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,London Gateway,1,2207
"Other/Preparations of vegetables, fruit, nuts",2019-09-20,2019,Q3,9,20,2019-10-02,Argentina,2019-08-11,For import,20081191,In immediate packings of a net content exceeding 1|kg,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,London Gateway,1,20400
"Other/Preparations of vegetables, fruit, nuts",2019-09-23,2019,Q3,9,23,2019-10-03,United States,2019-09-21,For import,200811,Groundnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,33
"Other/Preparations of vegetables, fruit, nuts",2019-09-23,2019,Q3,9,23,2019-10-03,United States,2019-09-21,For import,200811,Groundnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,42
"Other/Preparations of vegetables, fruit, nuts",2019-09-24,2019,Q3,9,24,2019-10-01,Japan,2019-09-28,For import,20059100,Bamboo shoots,Chilled,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,90
"Other/Preparations of vegetables, fruit, nuts",2019-09-24,2019,Q3,9,24,2019-10-02,Turkey,2019-09-26,For import,2008191930,Hazelnuts,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,2000
"Other/Preparations of vegetables, fruit, nuts",2019-09-24,2019,Q3,9,24,2019-10-02,China,2019-09-09,For import,20081110,Peanut butter,Ambient,Feedingstuff,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin B1,Satisfactory,Feedingstuff,-,-,"Felixstowe, P",1,1306
"Other/Preparations of vegetables, fruit, nuts",2019-09-24,2019,Q3,9,24,2019-10-04,Japan,2019-10-05,For import,20059100,Bamboo shoots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,1080
