DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_KG,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation ,NotAcceptable2,ReasonForRefusal,NoOfConsignments
2017-12-21,2017,Q4,Dec,21,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,330,1650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,15,150,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,London Gateway,IN,India,GB,GB,904219080,Other,100,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904219080,Other,28,700,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904219080,Other,280,7000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904219080,Other,360,9000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,400,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,400,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,404,2406,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,620,2617,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,823,3302,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,741,2683,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",1000,25000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",1000,25000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,3024,21168,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,2835,19845,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,3024,21168,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8131000,Apricots,1420,17750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",20,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",20,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",20,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,312,1225,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,20081110,Peanut butter,3690,19276,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,HK,"Felixstowe, P",HK,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",9,64.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,HK,"Felixstowe, P",HK,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",10,200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,HK,"Felixstowe, P",HK,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,20,200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,HK,"Felixstowe, P",HK,China,GB,GB,9022000,Other green tea (not fermented),4,14.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,HK,"Felixstowe, P",HK,China,GB,GB,9022000,Other green tea (not fermented),10,108,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,HK,"Felixstowe, P",HK,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",4,28.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,HK,"Felixstowe, P",HK,China,GB,GB,9022000,Other green tea (not fermented),5,36,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,300,3750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,200,2500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,200,2400,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,100,1200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,100,1200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,103,412,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,93,251.1,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,BR,London Gateway,BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,725,2265,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,575,1875,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1800,18000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,480,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-21,2017,Q4,Dec,21,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,120,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20085061,With a sugar content exceeding 13|% by weight,4680,14976,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,9022000,Other green tea (not fermented),37,900,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,9024000,Other black tea (fermented) and other partly fermented tea,163,6045,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,IN,London Gateway,IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19060,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,IN,London Gateway,IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19060,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,IN,London Gateway,IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19060,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,550,3025,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,330,1650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,EG,Gatwick,EG,Egypt,GB,GB,8101000,Strawberries,330,1650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,20,16000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24840,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24860,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,600,7200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,1110,3650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,TR,London Gateway,TR,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",1870,16340,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,204,4080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,204,4080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",678,3678,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,GH,London Gateway,GH,Ghana,GB,GB,15119011,In immediate packings of a net content not exceeding 1|kg,1520,18012,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,TR,Kapitan Andreevo,TR,Turkey,GB,GB,20081919,Other,720,18000,Further process,Satisfactory,yes,-,Not Done,Not Done,No,-,-,-,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,12024100,In shell,858,17160,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,337,1281,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,20081198,In immediate packings of a net content not exceeding 1|kg,180,1242,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,20081198,In immediate packings of a net content not exceeding 1|kg,170,1173,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,20081198,In immediate packings of a net content not exceeding 1|kg,80,300,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,JP,Heathrow,JP,Japan,GB,GB,7095990,Other,2,8.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,JP,Heathrow,JP,Japan,GB,GB,709999090,Other,2,8.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,324,874.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,IR,"Felixstowe, P",IR,Iran (Islamic Republic Of),GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-22,2017,Q4,Dec,22,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,700,2620,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-23,2017,Q4,Dec,23,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,165,825,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-23,2017,Q4,Dec,23,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,330,1650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-23,2017,Q4,Dec,23,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,324,1758,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-23,2017,Q4,Dec,23,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,202,1010,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-23,2017,Q4,Dec,23,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,12,85.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-23,2017,Q4,Dec,23,2017-12,CN,Heathrow,CN,China,GB,GB,704909040,Brassica oleracea (Chinese Broccoli),160,936,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-23,2017,Q4,Dec,23,2017-12,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,450,675,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-24,2017,Q4,Dec,24,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,698,1740,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-24,2017,Q4,Dec,24,2017-12,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,100,150,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-24,2017,Q4,Dec,24,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,810,2500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-24,2017,Q4,Dec,24,2017-12,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100040,Unshelled,840,1260,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-24,2017,Q4,Dec,24,2017-12,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,400,600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-24,2017,Q4,Dec,24,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100090,Other,350,525,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-24,2017,Q4,Dec,24,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100090,Other,300,450,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-24,2017,Q4,Dec,24,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,725,2625,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-25,2017,Q4,Dec,25,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,387,2229,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-25,2017,Q4,Dec,25,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,616,2682,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-25,2017,Q4,Dec,25,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,800,2595,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-25,2017,Q4,Dec,25,2017-12,EG,Heathrow,EG,Egypt,GB,GB,709609920,Peppers (other than sweet) (Capsicum spp.),210,840,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-25,2017,Q4,Dec,25,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,240,600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-25,2017,Q4,Dec,25,2017-12,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,390,1075,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-25,2017,Q4,Dec,25,2017-12,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,138,2836,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-25,2017,Q4,Dec,25,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,725,2625,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-25,2017,Q4,Dec,25,2017-12,UG,Gatwick,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),28,154,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-26,2017,Q4,Dec,26,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,281,1348.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-26,2017,Q4,Dec,26,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,720,1800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-26,2017,Q4,Dec,26,2017-12,CN,Heathrow,CN,China,GB,GB,704909040,Brassica oleracea (Chinese Broccoli),210,1228.5,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-12-26,2017,Q4,Dec,26,2017-12,EG,Heathrow,EG,Egypt,GB,GB,709609920,Peppers (other than sweet) (Capsicum spp.),200,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-26,2017,Q4,Dec,26,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,163,652,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-26,2017,Q4,Dec,26,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,350,945,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-26,2017,Q4,Dec,26,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,580,2040,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-26,2017,Q4,Dec,26,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,750,2650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-27,2017,Q4,Dec,27,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-27,2017,Q4,Dec,27,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20085098,Of less than 5|kg,7627,7474,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-27,2017,Q4,Dec,27,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-27,2017,Q4,Dec,27,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,160,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-27,2017,Q4,Dec,27,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
