DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_KG,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation ,NotAcceptable2,ReasonForRefusal,NoOfConsignments
2017-12-03,2017,Q4,Dec,3,2017-12,UG,Gatwick,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),200,1120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-03,2017,Q4,Dec,3,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,350,1750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,400,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,400,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AE,"Southampton, P",CN,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,392,940.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,London Gateway,TR,Turkey,GB,GB,8131000,Apricots,1600,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,20,19958,Further process,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Further process,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,20,19958,Further process,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Further process,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,20,19958,Further process,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Further process,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,20,19958,Further process,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Further process,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,BR,London Gateway,BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,BR,London Gateway,BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,BR,London Gateway,BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,BR,"Felixstowe, P",BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,BR,"Felixstowe, P",BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24840,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25040,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24860,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25260,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25380,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25460,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,"Tilbury, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,23820,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,330,1498.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,330,1584,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,330,1498,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,660,3300,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,Belfast City Council (CED),TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,Belfast City Council (CED),TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100040,Unshelled,1370,2055,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100040,Unshelled,350,525,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,ID,"Felixstowe, P",ID,Indonesia,GB,GB,9081200,Crushed or ground,120,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,12024100,In shell,1587,17997,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,208,1040,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,750,2550,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,785,2535,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,200,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,1400,21000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24970,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,40,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2808,19656,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,2835,19845,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,3456,9289.73,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1584,11088,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,6720,18063.36,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2808,19656,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,2835,19845,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,22,19958,Further process,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Further process,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,22,19958,Further process,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Further process,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220019,Other,143,1708.8,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220019,Other,5,100,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,960,24000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,960,24000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,JP,"Felixstowe, P",JP,Japan,GB,GB,21069098,Other,40,326.59,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,JP,"Felixstowe, P",JP,Japan,GB,GB,21039090,Other,280,2680,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,JP,"Felixstowe, P",JP,Japan,GB,GB,21039090,Other,216,4320,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,JP,"Felixstowe, P",JP,Japan,GB,GB,21069098,Other,30,168,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,4800,60000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,4800,60000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,4800,60000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2400,19200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2000,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2400,19200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,175,262.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,400,600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100040,Unshelled,540,2700,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100040,Unshelled,1000,1500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,150,480,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,240,6000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,400,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,160,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,40,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,410,1535,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,600,7500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,300,3750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,200,2400,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,200,2400,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,1060,1590,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-04,2017,Q4,Dec,4,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,725,2625,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062010,Currants,3000,13200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,2000,8000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,2340,3931.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,8060,13540.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,224,1120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,3136,15680,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1232,6160,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,4368,21840,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,4080,24480,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,4368,21840,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,4368,21840,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,3000,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,520,873.6,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2400,9600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062010,Currants,1200,4800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,709999090,Other,2300,9180,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,19023010,Dried,670,12060,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,19023010,Dried,260,4680,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,19023010,Dried,210,3780,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,19023010,Dried,80,1440,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,Belfast City Council (CED),TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,no,1. Re-dispatching,Satisfactory,Not Satisfactory,Yes,Ochratoxin A,notsatisfactory,-,redispatch,4. Chemical contamination,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,Belfast City Council (CED),TR,Turkey,GB,GB,8062030,Sultanas,1500,18000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,330,1498.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24940,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,800,9600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,800,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-05,2017,Q4,Dec,5,2017-12,EG,Stansted,EG,Egypt,GB,GB,8101000,Strawberries,660,2996,Human consumption,Satisfactory,yes,-,Satisfactory,Not Done,No,-,-,Human consumption,-,-,1
